haul_no,common_name,sci_name,species_group,maturity,area
80,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,A,Gulf of the Farallones
80,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,Y,Gulf of the Farallones
81,AURORA ROCKFISH,Sebastes aurora,Rockfish,Y,Gulf of the Farallones
81,BANK ROCKFISH,Sebastes rufus,Rockfish,Y,Gulf of the Farallones
81,BLACK ROCKFISH,Sebastes melanops,Rockfish,Y,Gulf of the Farallones
81,BLACK-YELLOWTAIL ROCKFISH GROUP,Sebastes spp. mel-flav complex,Rockfish,Y,Gulf of the Farallones
81,BLACKGILL ROCKFISH,Sebastes melanostomus,Rockfish,Y,Gulf of the Farallones
81,BLUE ROCKFISH,Sebastes mystinus,Rockfish,Y,Gulf of the Farallones
81,BOCACCIO,Sebastes paucispinis,Rockfish,Y,Gulf of the Farallones
81,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,A,Gulf of the Farallones
81,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,Y,Gulf of the Farallones
81,CALICO ROCKFISH,Sebastes dallii,Rockfish,Y,Gulf of the Farallones
81,CANARY ROCKFISH,Sebastes pinniger,Rockfish,Y,Gulf of the Farallones
81,CHILIPEPPER,Sebastes goodei,Rockfish,A,Gulf of the Farallones
81,CHILIPEPPER,Sebastes goodei,Rockfish,Y,Gulf of the Farallones
81,COPPER ROCKFISH GROUP,Pteropodus spp.,Rockfish,Y,Gulf of the Farallones
81,COWCOD,Sebastes levis,Rockfish,Y,Gulf of the Farallones
81,DARKBLOTCHED ROCKFISH,Sebastes crameri,Rockfish,Y,Gulf of the Farallones
81,GRASS ROCKFISH,Sebastes rastrelliger,Rockfish,Y,Gulf of the Farallones
81,GREENTSTRIPED ROCKFISH,Sebastes elongatus,Rockfish,Y,Gulf of the Farallones
81,HALFBANDED ROCKFISH,Sebastes semicinctus,Rockfish,Y,Gulf of the Farallones
81,MEXICAN ROCKFISH,Sebastes macdonaldi,Rockfish,Y,Gulf of the Farallones
81,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,A,Gulf of the Farallones
81,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,Y,Gulf of the Farallones
81,PUGET SOUND ROCKFISH,Sebastes emphaeus,Rockfish,Y,Gulf of the Farallones
81,PYGMY ROCKFISH,Sebastes wilsoni,Rockfish,Y,Gulf of the Farallones
81,REDBANDED ROCKFISH,Sebastes babcocki,Rockfish,Y,Gulf of the Farallones
81,"ROCKFISH, OTHER",Sebastes spp.,Rockfish,Y,Gulf of the Farallones
81,"ROCKFISH, TOTAL YOY",Sebastes spp.,Rockfish,T,Gulf of the Farallones
81,ROSY ROCKFISH GROUP,Sebastomus spp.,Rockfish,Y,Gulf of the Farallones
81,SHARPCHIN ROCKFISH,Sebastes zacentrus,Rockfish,A,Gulf of the Farallones
81,SHARPCHIN ROCKFISH,Sebastes zacentrus,Rockfish,Y,Gulf of the Farallones
81,SHORTBELLY ROCKFISH,Sebastes jordani,Rockfish,A,Gulf of the Farallones
81,SHORTBELLY ROCKFISH,Sebastes jordani,Rockfish,Y,Gulf of the Farallones
81,SPECKLED ROCKFISH,Sebastes ovalis,Rockfish,A,Gulf of the Farallones
81,SPECKLED ROCKFISH,Sebastes ovalis,Rockfish,Y,Gulf of the Farallones
81,SPLITNOSE ROCKFISH,Sebastes diploproa,Rockfish,Y,Gulf of the Farallones
81,SQUARESPOT ROCKFISH,Sebastes hopkinsi,Rockfish,Y,Gulf of the Farallones
81,STRIPETAIL ROCKFISH,Sebastes saxicola,Rockfish,Y,Gulf of the Farallones
81,TREEFISH,Sebastes serriceps,Rockfish,Y,Gulf of the Farallones
81,VERMILION ROCKFISH,Sebastes miniatus,Rockfish,Y,Gulf of the Farallones
81,WIDOW ROCKFISH,Sebastes entomelas,Rockfish,Y,Gulf of the Farallones
81,YELLOWEYE ROCKFISH,Sebastes ruberrimus,Rockfish,Y,Gulf of the Farallones
81,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,A,Gulf of the Farallones
81,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,Y,Gulf of the Farallones
82,AURORA ROCKFISH,Sebastes aurora,Rockfish,Y,Gulf of the Farallones
82,BANK ROCKFISH,Sebastes rufus,Rockfish,Y,Gulf of the Farallones
82,BLACK ROCKFISH,Sebastes melanops,Rockfish,Y,Gulf of the Farallones
82,BLACK-YELLOWTAIL ROCKFISH GROUP,Sebastes spp. mel-flav complex,Rockfish,Y,Gulf of the Farallones
82,BLACKGILL ROCKFISH,Sebastes melanostomus,Rockfish,Y,Gulf of the Farallones
82,BLUE ROCKFISH,Sebastes mystinus,Rockfish,Y,Gulf of the Farallones
82,BOCACCIO,Sebastes paucispinis,Rockfish,Y,Gulf of the Farallones
82,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,A,Gulf of the Farallones
82,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,Y,Gulf of the Farallones
82,CALICO ROCKFISH,Sebastes dallii,Rockfish,Y,Gulf of the Farallones
82,CANARY ROCKFISH,Sebastes pinniger,Rockfish,Y,Gulf of the Farallones
82,CHILIPEPPER,Sebastes goodei,Rockfish,A,Gulf of the Farallones
82,CHILIPEPPER,Sebastes goodei,Rockfish,Y,Gulf of the Farallones
82,COPPER ROCKFISH GROUP,Pteropodus spp.,Rockfish,Y,Gulf of the Farallones
82,COWCOD,Sebastes levis,Rockfish,Y,Gulf of the Farallones
82,DARKBLOTCHED ROCKFISH,Sebastes crameri,Rockfish,Y,Gulf of the Farallones
82,GRASS ROCKFISH,Sebastes rastrelliger,Rockfish,Y,Gulf of the Farallones
82,GREENTSTRIPED ROCKFISH,Sebastes elongatus,Rockfish,Y,Gulf of the Farallones
82,HALFBANDED ROCKFISH,Sebastes semicinctus,Rockfish,Y,Gulf of the Farallones
82,MEXICAN ROCKFISH,Sebastes macdonaldi,Rockfish,Y,Gulf of the Farallones
82,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,A,Gulf of the Farallones
82,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,Y,Gulf of the Farallones
82,PUGET SOUND ROCKFISH,Sebastes emphaeus,Rockfish,Y,Gulf of the Farallones
82,PYGMY ROCKFISH,Sebastes wilsoni,Rockfish,Y,Gulf of the Farallones
82,REDBANDED ROCKFISH,Sebastes babcocki,Rockfish,Y,Gulf of the Farallones
82,"ROCKFISH, OTHER",Sebastes spp.,Rockfish,Y,Gulf of the Farallones
82,"ROCKFISH, TOTAL YOY",Sebastes spp.,Rockfish,T,Gulf of the Farallones
82,ROSY ROCKFISH GROUP,Sebastomus spp.,Rockfish,Y,Gulf of the Farallones
82,SHARPCHIN ROCKFISH,Sebastes zacentrus,Rockfish,A,Gulf of the Farallones
82,SHARPCHIN ROCKFISH,Sebastes zacentrus,Rockfish,Y,Gulf of the Farallones
82,SHORTBELLY ROCKFISH,Sebastes jordani,Rockfish,A,Gulf of the Farallones
82,SHORTBELLY ROCKFISH,Sebastes jordani,Rockfish,Y,Gulf of the Farallones
82,SPECKLED ROCKFISH,Sebastes ovalis,Rockfish,A,Gulf of the Farallones
82,SPECKLED ROCKFISH,Sebastes ovalis,Rockfish,Y,Gulf of the Farallones
82,SPLITNOSE ROCKFISH,Sebastes diploproa,Rockfish,Y,Gulf of the Farallones
82,SQUARESPOT ROCKFISH,Sebastes hopkinsi,Rockfish,Y,Gulf of the Farallones
82,STRIPETAIL ROCKFISH,Sebastes saxicola,Rockfish,Y,Gulf of the Farallones
82,TREEFISH,Sebastes serriceps,Rockfish,Y,Gulf of the Farallones
82,VERMILION ROCKFISH,Sebastes miniatus,Rockfish,Y,Gulf of the Farallones
82,WIDOW ROCKFISH,Sebastes entomelas,Rockfish,Y,Gulf of the Farallones
82,YELLOWEYE ROCKFISH,Sebastes ruberrimus,Rockfish,Y,Gulf of the Farallones
82,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,A,Gulf of the Farallones
82,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,Y,Gulf of the Farallones
83,AURORA ROCKFISH,Sebastes aurora,Rockfish,Y,Gulf of the Farallones
83,BANK ROCKFISH,Sebastes rufus,Rockfish,Y,Gulf of the Farallones
83,BLACK ROCKFISH,Sebastes melanops,Rockfish,Y,Gulf of the Farallones
83,BLACK-YELLOWTAIL ROCKFISH GROUP,Sebastes spp. mel-flav complex,Rockfish,Y,Gulf of the Farallones
83,BLACKGILL ROCKFISH,Sebastes melanostomus,Rockfish,Y,Gulf of the Farallones
83,BLUE ROCKFISH,Sebastes mystinus,Rockfish,Y,Gulf of the Farallones
83,BOCACCIO,Sebastes paucispinis,Rockfish,Y,Gulf of the Farallones
83,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,A,Gulf of the Farallones
83,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,Y,Gulf of the Farallones
83,CALICO ROCKFISH,Sebastes dallii,Rockfish,Y,Gulf of the Farallones
83,CANARY ROCKFISH,Sebastes pinniger,Rockfish,Y,Gulf of the Farallones
83,CHILIPEPPER,Sebastes goodei,Rockfish,A,Gulf of the Farallones
83,CHILIPEPPER,Sebastes goodei,Rockfish,Y,Gulf of the Farallones
83,COPPER ROCKFISH GROUP,Pteropodus spp.,Rockfish,Y,Gulf of the Farallones
83,COWCOD,Sebastes levis,Rockfish,Y,Gulf of the Farallones
83,DARKBLOTCHED ROCKFISH,Sebastes crameri,Rockfish,Y,Gulf of the Farallones
83,GRASS ROCKFISH,Sebastes rastrelliger,Rockfish,Y,Gulf of the Farallones
83,GREENTSTRIPED ROCKFISH,Sebastes elongatus,Rockfish,Y,Gulf of the Farallones
83,HALFBANDED ROCKFISH,Sebastes semicinctus,Rockfish,Y,Gulf of the Farallones
83,MEXICAN ROCKFISH,Sebastes macdonaldi,Rockfish,Y,Gulf of the Farallones
83,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,A,Gulf of the Farallones
83,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,Y,Gulf of the Farallones
83,PUGET SOUND ROCKFISH,Sebastes emphaeus,Rockfish,Y,Gulf of the Farallones
83,PYGMY ROCKFISH,Sebastes wilsoni,Rockfish,Y,Gulf of the Farallones
83,REDBANDED ROCKFISH,Sebastes babcocki,Rockfish,Y,Gulf of the Farallones
83,"ROCKFISH, OTHER",Sebastes spp.,Rockfish,Y,Gulf of the Farallones
83,"ROCKFISH, TOTAL YOY",Sebastes spp.,Rockfish,T,Gulf of the Farallones
83,ROSY ROCKFISH GROUP,Sebastomus spp.,Rockfish,Y,Gulf of the Farallones
83,SHARPCHIN ROCKFISH,Sebastes zacentrus,Rockfish,A,Gulf of the Farallones
83,SHARPCHIN ROCKFISH,Sebastes zacentrus,Rockfish,Y,Gulf of the Farallones
83,SHORTBELLY ROCKFISH,Sebastes jordani,Rockfish,A,Gulf of the Farallones
83,SHORTBELLY ROCKFISH,Sebastes jordani,Rockfish,Y,Gulf of the Farallones
83,SPECKLED ROCKFISH,Sebastes ovalis,Rockfish,A,Gulf of the Farallones
83,SPECKLED ROCKFISH,Sebastes ovalis,Rockfish,Y,Gulf of the Farallones
83,SPLITNOSE ROCKFISH,Sebastes diploproa,Rockfish,Y,Gulf of the Farallones
83,SQUARESPOT ROCKFISH,Sebastes hopkinsi,Rockfish,Y,Gulf of the Farallones
83,STRIPETAIL ROCKFISH,Sebastes saxicola,Rockfish,Y,Gulf of the Farallones
83,TREEFISH,Sebastes serriceps,Rockfish,Y,Gulf of the Farallones
83,VERMILION ROCKFISH,Sebastes miniatus,Rockfish,Y,Gulf of the Farallones
83,WIDOW ROCKFISH,Sebastes entomelas,Rockfish,Y,Gulf of the Farallones
83,YELLOWEYE ROCKFISH,Sebastes ruberrimus,Rockfish,Y,Gulf of the Farallones
83,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,A,Gulf of the Farallones
83,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,Y,Gulf of the Farallones
84,AURORA ROCKFISH,Sebastes aurora,Rockfish,Y,Gulf of the Farallones
84,BANK ROCKFISH,Sebastes rufus,Rockfish,Y,Gulf of the Farallones
84,BLACK ROCKFISH,Sebastes melanops,Rockfish,Y,Gulf of the Farallones
84,BLACK-YELLOWTAIL ROCKFISH GROUP,Sebastes spp. mel-flav complex,Rockfish,Y,Gulf of the Farallones
84,BLACKGILL ROCKFISH,Sebastes melanostomus,Rockfish,Y,Gulf of the Farallones
84,BLUE ROCKFISH,Sebastes mystinus,Rockfish,Y,Gulf of the Farallones
84,BOCACCIO,Sebastes paucispinis,Rockfish,Y,Gulf of the Farallones
84,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,A,Gulf of the Farallones
84,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,Y,Gulf of the Farallones
84,CALICO ROCKFISH,Sebastes dallii,Rockfish,Y,Gulf of the Farallones
84,CANARY ROCKFISH,Sebastes pinniger,Rockfish,Y,Gulf of the Farallones
84,CHILIPEPPER,Sebastes goodei,Rockfish,A,Gulf of the Farallones
84,CHILIPEPPER,Sebastes goodei,Rockfish,Y,Gulf of the Farallones
84,COPPER ROCKFISH GROUP,Pteropodus spp.,Rockfish,Y,Gulf of the Farallones
84,COWCOD,Sebastes levis,Rockfish,Y,Gulf of the Farallones
84,DARKBLOTCHED ROCKFISH,Sebastes crameri,Rockfish,Y,Gulf of the Farallones
84,GRASS ROCKFISH,Sebastes rastrelliger,Rockfish,Y,Gulf of the Farallones
84,GREENTSTRIPED ROCKFISH,Sebastes elongatus,Rockfish,Y,Gulf of the Farallones
84,HALFBANDED ROCKFISH,Sebastes semicinctus,Rockfish,Y,Gulf of the Farallones
84,MEXICAN ROCKFISH,Sebastes macdonaldi,Rockfish,Y,Gulf of the Farallones
84,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,A,Gulf of the Farallones
84,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,Y,Gulf of the Farallones
84,PUGET SOUND ROCKFISH,Sebastes emphaeus,Rockfish,Y,Gulf of the Farallones
84,PYGMY ROCKFISH,Sebastes wilsoni,Rockfish,Y,Gulf of the Farallones
84,REDBANDED ROCKFISH,Sebastes babcocki,Rockfish,Y,Gulf of the Farallones
84,"ROCKFISH, OTHER",Sebastes spp.,Rockfish,Y,Gulf of the Farallones
84,"ROCKFISH, TOTAL YOY",Sebastes spp.,Rockfish,T,Gulf of the Farallones
84,ROSY ROCKFISH GROUP,Sebastomus spp.,Rockfish,Y,Gulf of the Farallones
84,SHARPCHIN ROCKFISH,Sebastes zacentrus,Rockfish,A,Gulf of the Farallones
84,SHARPCHIN ROCKFISH,Sebastes zacentrus,Rockfish,Y,Gulf of the Farallones
84,SHORTBELLY ROCKFISH,Sebastes jordani,Rockfish,A,Gulf of the Farallones
84,SHORTBELLY ROCKFISH,Sebastes jordani,Rockfish,Y,Gulf of the Farallones
84,SPECKLED ROCKFISH,Sebastes ovalis,Rockfish,A,Gulf of the Farallones
84,SPECKLED ROCKFISH,Sebastes ovalis,Rockfish,Y,Gulf of the Farallones
84,SPLITNOSE ROCKFISH,Sebastes diploproa,Rockfish,Y,Gulf of the Farallones
84,SQUARESPOT ROCKFISH,Sebastes hopkinsi,Rockfish,Y,Gulf of the Farallones
84,STRIPETAIL ROCKFISH,Sebastes saxicola,Rockfish,Y,Gulf of the Farallones
84,TREEFISH,Sebastes serriceps,Rockfish,Y,Gulf of the Farallones
84,VERMILION ROCKFISH,Sebastes miniatus,Rockfish,Y,Gulf of the Farallones
84,WIDOW ROCKFISH,Sebastes entomelas,Rockfish,Y,Gulf of the Farallones
84,YELLOWEYE ROCKFISH,Sebastes ruberrimus,Rockfish,Y,Gulf of the Farallones
84,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,A,Gulf of the Farallones
84,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,Y,Gulf of the Farallones
85,AURORA ROCKFISH,Sebastes aurora,Rockfish,Y,Gulf of the Farallones
85,BANK ROCKFISH,Sebastes rufus,Rockfish,Y,Gulf of the Farallones
85,BLACK ROCKFISH,Sebastes melanops,Rockfish,Y,Gulf of the Farallones
85,BLACK-YELLOWTAIL ROCKFISH GROUP,Sebastes spp. mel-flav complex,Rockfish,Y,Gulf of the Farallones
85,BLACKGILL ROCKFISH,Sebastes melanostomus,Rockfish,Y,Gulf of the Farallones
85,BLUE ROCKFISH,Sebastes mystinus,Rockfish,Y,Gulf of the Farallones
85,BOCACCIO,Sebastes paucispinis,Rockfish,Y,Gulf of the Farallones
85,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,A,Gulf of the Farallones
85,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,Y,Gulf of the Farallones
85,CALICO ROCKFISH,Sebastes dallii,Rockfish,Y,Gulf of the Farallones
85,CANARY ROCKFISH,Sebastes pinniger,Rockfish,Y,Gulf of the Farallones
85,CHILIPEPPER,Sebastes goodei,Rockfish,A,Gulf of the Farallones
85,CHILIPEPPER,Sebastes goodei,Rockfish,Y,Gulf of the Farallones
85,COPPER ROCKFISH GROUP,Pteropodus spp.,Rockfish,Y,Gulf of the Farallones
85,COWCOD,Sebastes levis,Rockfish,Y,Gulf of the Farallones
85,DARKBLOTCHED ROCKFISH,Sebastes crameri,Rockfish,Y,Gulf of the Farallones
85,GRASS ROCKFISH,Sebastes rastrelliger,Rockfish,Y,Gulf of the Farallones
85,GREENTSTRIPED ROCKFISH,Sebastes elongatus,Rockfish,Y,Gulf of the Farallones
85,HALFBANDED ROCKFISH,Sebastes semicinctus,Rockfish,Y,Gulf of the Farallones
85,MEXICAN ROCKFISH,Sebastes macdonaldi,Rockfish,Y,Gulf of the Farallones
85,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,A,Gulf of the Farallones
85,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,Y,Gulf of the Farallones
85,PUGET SOUND ROCKFISH,Sebastes emphaeus,Rockfish,Y,Gulf of the Farallones
85,PYGMY ROCKFISH,Sebastes wilsoni,Rockfish,Y,Gulf of the Farallones
85,REDBANDED ROCKFISH,Sebastes babcocki,Rockfish,Y,Gulf of the Farallones
85,"ROCKFISH, OTHER",Sebastes spp.,Rockfish,Y,Gulf of the Farallones
85,"ROCKFISH, TOTAL YOY",Sebastes spp.,Rockfish,T,Gulf of the Farallones
85,ROSY ROCKFISH GROUP,Sebastomus spp.,Rockfish,Y,Gulf of the Farallones
85,SHARPCHIN ROCKFISH,Sebastes zacentrus,Rockfish,A,Gulf of the Farallones
85,SHARPCHIN ROCKFISH,Sebastes zacentrus,Rockfish,Y,Gulf of the Farallones
85,SHORTBELLY ROCKFISH,Sebastes jordani,Rockfish,A,Gulf of the Farallones
85,SHORTBELLY ROCKFISH,Sebastes jordani,Rockfish,Y,Gulf of the Farallones
85,SPECKLED ROCKFISH,Sebastes ovalis,Rockfish,A,Gulf of the Farallones
85,SPECKLED ROCKFISH,Sebastes ovalis,Rockfish,Y,Gulf of the Farallones
85,SPLITNOSE ROCKFISH,Sebastes diploproa,Rockfish,Y,Gulf of the Farallones
85,SQUARESPOT ROCKFISH,Sebastes hopkinsi,Rockfish,Y,Gulf of the Farallones
85,STRIPETAIL ROCKFISH,Sebastes saxicola,Rockfish,Y,Gulf of the Farallones
85,TREEFISH,Sebastes serriceps,Rockfish,Y,Gulf of the Farallones
85,VERMILION ROCKFISH,Sebastes miniatus,Rockfish,Y,Gulf of the Farallones
85,WIDOW ROCKFISH,Sebastes entomelas,Rockfish,Y,Gulf of the Farallones
85,YELLOWEYE ROCKFISH,Sebastes ruberrimus,Rockfish,Y,Gulf of the Farallones
85,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,A,Gulf of the Farallones
85,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,Y,Gulf of the Farallones
86,AURORA ROCKFISH,Sebastes aurora,Rockfish,Y,Gulf of the Farallones
86,BANK ROCKFISH,Sebastes rufus,Rockfish,Y,Gulf of the Farallones
86,BLACK ROCKFISH,Sebastes melanops,Rockfish,Y,Gulf of the Farallones
86,BLACK-YELLOWTAIL ROCKFISH GROUP,Sebastes spp. mel-flav complex,Rockfish,Y,Gulf of the Farallones
86,BLACKGILL ROCKFISH,Sebastes melanostomus,Rockfish,Y,Gulf of the Farallones
86,BLUE ROCKFISH,Sebastes mystinus,Rockfish,Y,Gulf of the Farallones
86,BOCACCIO,Sebastes paucispinis,Rockfish,Y,Gulf of the Farallones
86,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,A,Gulf of the Farallones
86,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,Y,Gulf of the Farallones
86,CALICO ROCKFISH,Sebastes dallii,Rockfish,Y,Gulf of the Farallones
86,CANARY ROCKFISH,Sebastes pinniger,Rockfish,Y,Gulf of the Farallones
86,CHILIPEPPER,Sebastes goodei,Rockfish,A,Gulf of the Farallones
86,CHILIPEPPER,Sebastes goodei,Rockfish,Y,Gulf of the Farallones
86,COPPER ROCKFISH GROUP,Pteropodus spp.,Rockfish,Y,Gulf of the Farallones
86,COWCOD,Sebastes levis,Rockfish,Y,Gulf of the Farallones
86,DARKBLOTCHED ROCKFISH,Sebastes crameri,Rockfish,Y,Gulf of the Farallones
86,GRASS ROCKFISH,Sebastes rastrelliger,Rockfish,Y,Gulf of the Farallones
86,GREENTSTRIPED ROCKFISH,Sebastes elongatus,Rockfish,Y,Gulf of the Farallones
86,HALFBANDED ROCKFISH,Sebastes semicinctus,Rockfish,Y,Gulf of the Farallones
86,MEXICAN ROCKFISH,Sebastes macdonaldi,Rockfish,Y,Gulf of the Farallones
86,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,A,Gulf of the Farallones
86,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,Y,Gulf of the Farallones
86,PUGET SOUND ROCKFISH,Sebastes emphaeus,Rockfish,Y,Gulf of the Farallones
86,PYGMY ROCKFISH,Sebastes wilsoni,Rockfish,Y,Gulf of the Farallones
86,REDBANDED ROCKFISH,Sebastes babcocki,Rockfish,Y,Gulf of the Farallones
86,"ROCKFISH, OTHER",Sebastes spp.,Rockfish,Y,Gulf of the Farallones
86,"ROCKFISH, TOTAL YOY",Sebastes spp.,Rockfish,T,Gulf of the Farallones
86,ROSY ROCKFISH GROUP,Sebastomus spp.,Rockfish,Y,Gulf of the Farallones
86,SHARPCHIN ROCKFISH,Sebastes zacentrus,Rockfish,A,Gulf of the Farallones
86,SHARPCHIN ROCKFISH,Sebastes zacentrus,Rockfish,Y,Gulf of the Farallones
86,SHORTBELLY ROCKFISH,Sebastes jordani,Rockfish,A,Gulf of the Farallones
86,SHORTBELLY ROCKFISH,Sebastes jordani,Rockfish,Y,Gulf of the Farallones
86,SPECKLED ROCKFISH,Sebastes ovalis,Rockfish,A,Gulf of the Farallones
86,SPECKLED ROCKFISH,Sebastes ovalis,Rockfish,Y,Gulf of the Farallones
86,SPLITNOSE ROCKFISH,Sebastes diploproa,Rockfish,Y,Gulf of the Farallones
86,SQUARESPOT ROCKFISH,Sebastes hopkinsi,Rockfish,Y,Gulf of the Farallones
86,STRIPETAIL ROCKFISH,Sebastes saxicola,Rockfish,Y,Gulf of the Farallones
86,TREEFISH,Sebastes serriceps,Rockfish,Y,Gulf of the Farallones
86,VERMILION ROCKFISH,Sebastes miniatus,Rockfish,Y,Gulf of the Farallones
86,WIDOW ROCKFISH,Sebastes entomelas,Rockfish,Y,Gulf of the Farallones
86,YELLOWEYE ROCKFISH,Sebastes ruberrimus,Rockfish,Y,Gulf of the Farallones
86,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,A,Gulf of the Farallones
86,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,Y,Gulf of the Farallones
87,AURORA ROCKFISH,Sebastes aurora,Rockfish,Y,Gulf of the Farallones
87,BANK ROCKFISH,Sebastes rufus,Rockfish,Y,Gulf of the Farallones
87,BLACK ROCKFISH,Sebastes melanops,Rockfish,Y,Gulf of the Farallones
87,BLACK-YELLOWTAIL ROCKFISH GROUP,Sebastes spp. mel-flav complex,Rockfish,Y,Gulf of the Farallones
87,BLACKGILL ROCKFISH,Sebastes melanostomus,Rockfish,Y,Gulf of the Farallones
87,BLUE ROCKFISH,Sebastes mystinus,Rockfish,Y,Gulf of the Farallones
87,BOCACCIO,Sebastes paucispinis,Rockfish,Y,Gulf of the Farallones
87,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,A,Gulf of the Farallones
87,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,Y,Gulf of the Farallones
87,CALICO ROCKFISH,Sebastes dallii,Rockfish,Y,Gulf of the Farallones
87,CANARY ROCKFISH,Sebastes pinniger,Rockfish,Y,Gulf of the Farallones
87,CHILIPEPPER,Sebastes goodei,Rockfish,A,Gulf of the Farallones
87,CHILIPEPPER,Sebastes goodei,Rockfish,Y,Gulf of the Farallones
87,COPPER ROCKFISH GROUP,Pteropodus spp.,Rockfish,Y,Gulf of the Farallones
87,COWCOD,Sebastes levis,Rockfish,Y,Gulf of the Farallones
87,DARKBLOTCHED ROCKFISH,Sebastes crameri,Rockfish,Y,Gulf of the Farallones
87,GRASS ROCKFISH,Sebastes rastrelliger,Rockfish,Y,Gulf of the Farallones
87,GREENTSTRIPED ROCKFISH,Sebastes elongatus,Rockfish,Y,Gulf of the Farallones
87,HALFBANDED ROCKFISH,Sebastes semicinctus,Rockfish,Y,Gulf of the Farallones
87,MEXICAN ROCKFISH,Sebastes macdonaldi,Rockfish,Y,Gulf of the Farallones
87,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,A,Gulf of the Farallones
87,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,Y,Gulf of the Farallones
87,PUGET SOUND ROCKFISH,Sebastes emphaeus,Rockfish,Y,Gulf of the Farallones
87,PYGMY ROCKFISH,Sebastes wilsoni,Rockfish,Y,Gulf of the Farallones
87,REDBANDED ROCKFISH,Sebastes babcocki,Rockfish,Y,Gulf of the Farallones
87,"ROCKFISH, OTHER",Sebastes spp.,Rockfish,Y,Gulf of the Farallones
87,"ROCKFISH, TOTAL YOY",Sebastes spp.,Rockfish,T,Gulf of the Farallones
87,ROSY ROCKFISH GROUP,Sebastomus spp.,Rockfish,Y,Gulf of the Farallones
87,SHARPCHIN ROCKFISH,Sebastes zacentrus,Rockfish,A,Gulf of the Farallones
87,SHARPCHIN ROCKFISH,Sebastes zacentrus,Rockfish,Y,Gulf of the Farallones
87,SHORTBELLY ROCKFISH,Sebastes jordani,Rockfish,A,Gulf of the Farallones
87,SHORTBELLY ROCKFISH,Sebastes jordani,Rockfish,Y,Gulf of the Farallones
87,SPECKLED ROCKFISH,Sebastes ovalis,Rockfish,A,Gulf of the Farallones
87,SPECKLED ROCKFISH,Sebastes ovalis,Rockfish,Y,Gulf of the Farallones
87,SPLITNOSE ROCKFISH,Sebastes diploproa,Rockfish,Y,Gulf of the Farallones
87,SQUARESPOT ROCKFISH,Sebastes hopkinsi,Rockfish,Y,Gulf of the Farallones
87,STRIPETAIL ROCKFISH,Sebastes saxicola,Rockfish,Y,Gulf of the Farallones
87,TREEFISH,Sebastes serriceps,Rockfish,Y,Gulf of the Farallones
87,VERMILION ROCKFISH,Sebastes miniatus,Rockfish,Y,Gulf of the Farallones
87,WIDOW ROCKFISH,Sebastes entomelas,Rockfish,Y,Gulf of the Farallones
87,YELLOWEYE ROCKFISH,Sebastes ruberrimus,Rockfish,Y,Gulf of the Farallones
87,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,A,Gulf of the Farallones
87,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,Y,Gulf of the Farallones
